511	198	0	0	0	0	0.0	0.0	0.0	0.0	0	Non-breed
525	70	124	2	2	0	33	0.0	0.0	0.0	66	Non-breed
Affenpinscher01_33500	10	178	6	3	1	2	0.0	-2	0.0	4	Terrier
Affenpinscher02_34310	22	170	3	3	0	2	0.0	0.0	0.0	6	Terrier
Affenpinscher03_34314	26	164	4	4	0	2	0.0	0.0	0.0	8	Terrier
AfghanHound01	26	167	1	3	1	5.33	2.89	-5	0.0	11	Herding
AfghanHound03	60	138	0	0	0	0.0	0.0	0.0	0.0	0	Herding
AfghanHound04	60	130	0	8	0	13.38	11.36	0.0	0.0	107	Herding
AfricanGoldenWolf01	78	112	0	3	5	4	1.73	-6	8.94	-18	Wild
AfricanGoldenWolf02	92	101	2	0	3	0.0	0.0	-3.33	1.15	-10	Wild
AfricanGoldenWolf03	84	109	3	1	1	2	0.0	-2	0.0	0	Wild
AfricanGoldenWolf04	92	99	1	2	4	4	2.83	-3	1.15	-4	Wild
AfricanGoldenWolf05	94	99	4	0	1	0.0	0.0	-4	0.0	-4	Wild
AfricanGoldenWolf06	80	112	0	4	2	4.75	2.06	-2	0.0	15	Wild
AfricanWildDog01	92	93	8	1	4	6	0.0	-4	0.0	-10	Wild
AfricanWildDog02	72	106	8	8	4	25.25	30.33	-4	0.0	186	Wild
AfricanWildDog03	198	0	0	0	0	0.0	0.0	0.0	0.0	0	Wild
AiredaleTerrier01	46	147	0	5	0	24.6	26.9	0.0	0.0	123	Terrier
AiredaleTerrier02	48	148	1	1	0	2	0.0	0.0	0.0	2	Terrier
AiredaleTerrier05	28	168	0	2	0	2	0.0	0.0	0.0	4	Terrier
AiredaleTerrier06	58	136	1	2	1	23.5	30.41	-2	0.0	45	Terrier
Akbash01_15287	24	164	1	7	2	18	25.32	-2	0.0	122	Herding
Akita01_12758	32	159	3	4	0	3.5	1.91	0.0	0.0	14	Spitz
AlapahaBlueBloodBulldog01	6	185	2	5	0	45.4	56.25	0.0	0.0	227	Mastiff
AlapahaBlueBloodBulldog02	24	164	2	8	0	23.25	23.98	0.0	0.0	186	Mastiff
AlaskanHusky01	56	138	0	4	0	14.75	10.69	0.0	0.0	59	Spitz
AlaskanHusky02	46	144	2	6	0	5	4.29	0.0	0.0	30	Spitz
AlaskanMalamute01_30099	44	147	2	4	1	20	20.78	-2	0.0	78	Spitz
AlaskanMalamute01_Reseq_30099	46	148	1	2	1	2	0.0	-2	0.0	2	Spitz
AlaskanMalamute02	48	144	1	5	0	3.4	1.95	0.0	0.0	17	Spitz
AlaskanMalamute03	48	140	3	7	0	22.71	25.25	0.0	0.0	159	Spitz
AlaskanMalamute04	198	0	0	0	0	0.0	0.0	0.0	0.0	0	Spitz
AlaskanWolf	82	114	2	0	0	0.0	0.0	0.0	0.0	0	Wild
AlgonquinWolf13467	94	100	4	0	0	0.0	0.0	0.0	0.0	0	Wild
AlgonquinWolf13470	90	106	1	1	0	4	0.0	0.0	0.0	4	Wild
AlpineDachsbrake02	46	146	2	4	0	3	1.15	0.0	0.0	12	Hound
AmericanEskimoDog01_10800	54	141	2	1	0	2	0.0	0.0	0.0	2	Spitz
AmericanEskimoDog02_10808	22	172	0	4	0	14.75	20.25	0.0	0.0	59	Spitz
AmericanEskimoDog03_10810	46	148	0	4	0	4.75	1.89	0.0	0.0	19	Spitz
AmericanEskimoDog04_8380	20	169	3	5	1	46.4	57.17	-2	0.0	230	Spitz
AmericanEskimoDog05_10805	58	137	2	1	0	2	0.0	0.0	0.0	2	Spitz
AmericanEskimoDog06_10809	44	148	3	2	1	16	16.97	-2	0.0	30	Spitz
AmericanEskimoDog07_15300	58	138	1	1	0	2	0.0	0.0	0.0	2	Spitz
AmericanEskimoDog08_15301	28	160	4	6	0	5.67	3.78	0.0	0.0	34	Spitz
AmericanEskimoDog09_15304	52	141	2	3	0	80.67	68.13	0.0	0.0	242	Spitz
AmericanFoxhound01_34454	26	167	1	4	0	17.25	27.85	0.0	0.0	69	Hound
AmericanHairlessTerrier01_1121	24	167	2	5	0	41.6	54.22	0.0	0.0	208	Terrier
AmericanHairlessTerrier01_Reseq_1121	30	165	0	1	2	2	0.0	-12	14.14	-22	Terrier
AmericanHairlessTerrier02_1118	24	168	1	5	0	49.6	64.27	0.0	0.0	248	Terrier
AmericanHairlessTerrier04_1124	30	162	1	5	0	23.4	27.96	0.0	0.0	117	Terrier
AmericanStaffordshireTerrier01	52	136	2	8	0	53.25	37.71	0.0	0.0	426	Mastiff
AmericanStaffordshireTerrier02_24262	50	145	0	3	0	3.67	1.53	0.0	0.0	11	Mastiff
AmericanStaffordshireTerrier03_29583	58	133	1	4	2	23.5	24.83	-2	0.0	90	Mastiff
AmericanStaffordshireTerrier04	14	177	2	3	2	2	0.0	-2	0.0	2	Mastiff
AmericanStaffordshireTerrier05	74	120	1	2	1	55	0.0	-2	0.0	108	Mastiff
AmericanStaffordshireTerrier06_24030	60	133	2	2	1	45	0.0	-2	0.0	88	Mastiff
AmericanWaterSpaniel01_987	78	120	0	0	0	0.0	0.0	0.0	0.0	0	Spaniel
AmericanWaterSpaniel02_988	34	157	3	4	0	8.75	5.5	0.0	0.0	35	Spaniel
AmericanWaterSpaniel03_29580	52	140	1	4	1	82	42.72	-2	0.0	326	Spaniel
AnatolianShepherdDog01_7584	44	148	0	6	0	42.17	59.54	0.0	0.0	253	Herding
AustralianCattleDog01	38	154	2	4	0	21.5	20.27	0.0	0.0	86	Sighthound
AustralianCattleDog02	50	145	0	3	0	4.67	2.31	0.0	0.0	14	Sighthound
AustralianCattleDog03	26	162	4	6	0	3.5	3.21	0.0	0.0	21	Sighthound
AustralianCattleDog04	72	118	0	8	0	59	41.1	0.0	0.0	472	Sighthound
AustralianCattleDog06	58	137	1	1	1	2	0.0	-2	0.0	0	Sighthound
AustralianCattleDog07_9994	20	172	3	3	0	3.33	2.31	0.0	0.0	10	Sighthound
AustralianCattleDog08_25269	70	122	2	4	0	66	38.11	0.0	0.0	264	Sighthound
AustralianShepherd01_27104	54	138	1	4	1	13.25	17.27	-2	0.0	51	Sighthound
AustralianShepherd02_30713	24	164	4	6	0	41.83	59.8	0.0	0.0	251	Sighthound
AustralianShepherd03_31260	54	136	2	6	0	21	21.48	0.0	0.0	126	Sighthound
AustralianShepherd04_33489	52	140	2	4	0	28.5	30.6	0.0	0.0	114	Sighthound
AustralianShepherd05_33555	46	144	3	5	0	13.4	19.92	0.0	0.0	67	Sighthound
AustralianShepherd06	198	0	0	0	0	0.0	0.0	0.0	0.0	0	Sighthound
AustralianShepherd07_29479	52	141	2	3	0	3.33	1.15	0.0	0.0	10	Sighthound
AustralianTerrier01	40	154	0	4	0	28.5	30.6	0.0	0.0	114	Terrier
AustralianTerrier02_30508	46	147	1	4	0	12.25	15.28	0.0	0.0	49	Terrier
AustralianTerrier03_8663	46	149	0	3	0	4.67	2.31	0.0	0.0	14	Terrier
Basenji01	44	150	0	2	2	2	0.0	-2	0.0	0	Base
Basenji02	26	166	0	4	2	4.5	1.91	-2	0.0	14	Base
Basenji03	26	165	0	5	2	3.6	2.19	-2	0.0	14	Base
Basenji04	24	166	0	6	2	3.67	1.97	-2	0.0	18	Base
Basenji05	46	148	0	4	0	4	2.31	0.0	0.0	16	Base
Basenji06	24	165	1	7	1	29.71	44.63	-2	0.0	206	Base
BassetHound01_10376	56	132	4	6	0	33.67	24.86	0.0	0.0	202	Hound
BassetHound02_12885	36	153	4	5	0	50	63.0	0.0	0.0	250	Hound
BassetHound03_13196	44	148	2	3	1	5.33	2.89	-2	0.0	14	Hound
BassetHound04	54	138	2	4	0	4.5	2.89	0.0	0.0	18	Hound
BavarianHound01	34	159	0	4	1	14.75	20.25	-5	0.0	54	Hound
Beagle01_16145	26	165	1	6	0	11.5	9.18	0.0	0.0	69	Hound
Beagle02	16	169	5	6	2	13	6.39	-2	0.0	74	Hound
Beagle03	8	185	2	3	0	4.33	2.52	0.0	0.0	13	Hound
Beagle04	36	158	1	3	0	22	15.59	0.0	0.0	66	Hound
Beagle05	24	166	2	6	0	21	24.05	0.0	0.0	126	Hound
BeardedCollie01	78	114	2	2	2	24	0.0	-2	0.0	44	Sighthound
BeardedCollie02	72	116	4	4	2	21	19.63	-2	0.0	80	Sighthound
BeardedCollie03	80	114	2	0	2	0.0	0.0	-2	0.0	-4	Sighthound
BeardedCollie04	76	116	2	2	2	31	0.0	-2	0.0	58	Sighthound
BeardedCollie05	76	118	2	0	2	0.0	0.0	-2	0.0	-4	Sighthound
BeardedCollie06	80	114	2	0	2	0.0	0.0	-2	0.0	-4	Sighthound
BeardedCollie07	78	114	2	2	2	27	0.0	-2	0.0	50	Sighthound
Beauceron01_29598	40	152	0	6	0	39.5	53.86	0.0	0.0	237	Herding
Beauceron02_31956	46	148	1	3	0	4.33	2.08	0.0	0.0	13	Herding
BedlingtonTerrier01_27328	36	155	3	2	2	39	0.0	-2	0.0	74	Terrier
BedlingtonTerrier02_33486	40	153	1	1	3	2	0.0	-2	0.0	-4	Terrier
BedlingtonTerrier03_33606	32	155	3	6	2	28	15.21	-2	0.0	164	Terrier
BedlingtonTerrier04_28914	34	159	2	1	2	2	0.0	-2	0.0	-2	Terrier
BedlingtonTerrier05_31124	38	152	3	3	2	30.67	24.83	-2	0.0	88	Terrier
BelgianLaekenois01_34575	78	118	0	2	0	45	0.0	0.0	0.0	90	Sheepdog
BelgianMalinois01	34	163	0	1	0	2	0.0	0.0	0.0	2	Sheepdog
BelgianMalinois02	34	157	2	5	0	14	12.04	0.0	0.0	70	Sheepdog
BelgianMalinois03	48	148	0	2	0	15	18.38	0.0	0.0	30	Sheepdog
BelgianMalinois04	48	146	0	4	0	30.5	32.91	0.0	0.0	122	Sheepdog
BelgianMalinois05	48	147	2	1	0	6	0.0	0.0	0.0	6	Sheepdog
BelgianMalinois06	44	146	1	6	1	22.67	28.23	-5	0.0	131	Sheepdog
BelgianMalinois07_25490	50	146	1	1	0	2	0.0	0.0	0.0	2	Sheepdog
BelgianMalinois08	44	147	1	6	0	20	24.82	0.0	0.0	120	Sheepdog
BelgianMalinois09	48	146	1	3	0	5.33	2.89	0.0	0.0	16	Sheepdog
BelgianMalinois10	30	158	2	6	2	38.67	52.98	-2	0.0	228	Sheepdog
